YEAR,PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
2018-2019,Elfrid Payton,NOP,25,42,18,24,29.8,74.5,25.5,65.5,2.2,22.2,14.1,12.3,15,63.2,34.9,65.1,84.8,15.2,44.1,55.9
2018-2019,Elie Okobo,PHX,21,53,7,46,18.1,54.5,45.5,49.3,7.9,38.5,13.5,12.2,15.5,41.4,45.3,54.7,79.5,20.5,57,43
2018-2019,Emanuel Terry,MIA,22,3,0,3,7.6,100,0,80,0,0,10,20,50,80,75,25,0,0,75,25
2018-2019,Emmanuel Mudiay,NYK,23,59,13,46,27.2,71.6,28.4,59.8,15.1,23.7,13.3,16.5,14.2,44.7,22.6,77.4,85.5,14.5,35.8,64.2
2018-2019,Enes Kanter,POR,27,67,28,39,24.5,95,5,79.8,3.1,3.3,5.4,16.9,11.3,76.7,49.9,50.1,90,10,50.9,49.1
2018-2019,Eric Bledsoe,MIL,29,78,59,19,29.1,61.2,38.8,55.8,3.4,30,21.2,14.3,20.1,52.4,32.9,67.1,58.9,41.1,39.8,60.2
2018-2019,Eric Gordon,HOU,30,68,44,24,31.7,36,64,30.5,1.5,58.7,11.6,10.8,13.3,29,43.5,56.5,87.5,12.5,68.2,31.8
2018-2019,Eric Moreland,TOR,27,5,3,2,8.6,85.7,14.3,57.1,0,42.9,0,0,28.6,57.1,0,100,100,0,33.3,66.7
2018-2019,Ersan Ilyasova,MIL,32,67,49,18,18.4,58,42,48.1,6.2,38.4,12.8,13.5,13.5,41.9,69.7,30.3,100,0,80.2,19.8
2018-2019,Evan Fournier,ORL,26,81,42,39,31.5,57.9,42.1,51.4,12.7,37.4,11.3,11.2,14,38.7,50.8,49.2,85.6,14.4,62.2,37.8
2018-2019,Evan Turner,POR,30,73,47,26,22,88.3,11.7,78.1,23.5,6.7,6.5,15.2,8.5,54.7,30.6,69.4,100,0,34.3,65.7
2018-2019,Frank Jackson,NOP,21,61,22,39,19.2,62.2,37.8,57,6.5,32.1,21.6,10.9,15.4,50.5,63.8,36.2,88.7,11.3,70.6,29.4
2018-2019,Frank Kaminsky,CHA,26,47,22,25,16.1,53.4,46.6,43.5,1.5,37,5.4,19.5,13.6,42,71.6,28.4,100,0,81.9,18.1
2018-2019,Frank Mason,SAC,25,38,16,22,11.5,62.1,37.9,58.5,12.3,21.5,21.5,20,13.8,46.2,29.8,70.2,28.6,71.4,29.6,70.4
2018-2019,Frank Ntilikina,NYK,20,43,9,34,21,59.2,40.8,50.4,16.3,40.2,6.9,9.3,11.4,34.1,29,71,72.7,27.3,44.2,55.8
2018-2019,Fred VanVleet,TOR,25,64,46,18,27.5,50.7,49.3,38.2,10.3,47.9,19.3,13.8,14.1,28,28.4,71.6,75.9,24.1,50,50
2018-2019,Furkan Korkmaz,PHI,21,48,30,18,14.2,41.2,58.8,36.6,4.3,50.5,19,12.9,21.5,32.3,64.7,35.3,97.9,2.1,80.6,19.4
2018-2019,Garrett Temple,LAC,33,75,37,38,27.2,46.5,53.5,40.3,7.5,46.1,24.1,13.7,24.9,32.8,63.6,36.4,93.3,6.7,76.4,23.6
2018-2019,Gary Clark,HOU,24,51,33,18,12.6,8.6,91.4,12.2,0,83.1,8.1,4.7,13.5,12.2,55.6,44.4,92.7,7.3,86,14
2018-2019,Gary Harris,DEN,24,57,38,19,28.8,62,38,51,6.2,33.4,15.1,15.6,15.9,44.8,60.6,39.4,89,11,69.3,30.7
2018-2019,Gary Payton II,WAS,26,3,2,1,5.3,75,25,72.7,0,27.3,36.4,0,18.2,72.7,75,25,100,0,80,20
2018-2019,Gary Trent Jr.,POR,20,15,14,1,7.4,58,42,55,35,37.5,0,7.5,15,20,36.4,63.6,80,20,50,50
2018-2019,George Hill,MIL,33,60,39,21,21.7,59.3,40.7,53.3,10.9,31.4,14.6,15.3,19.7,42.4,41.8,58.2,79.2,20.8,52.4,47.6
2018-2019,George King,PHX,25,1,0,1,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Georges Niang,UTA,25,59,41,18,8.8,42,58,36.6,1.7,54.9,12.8,8.5,8.5,34.9,51.2,48.8,95.3,4.7,73.3,26.7
2018-2019,Gerald Green,HOU,33,73,47,26,20.2,23.7,76.3,22.2,3.9,69.3,10.1,8.4,14.8,18.4,68,32,91,9,83.5,16.5
2018-2019,Giannis Antetokounmpo,MIL,24,72,56,16,32.8,83.7,16.3,67.1,4,7.8,16.9,25.1,14.1,63.1,47.2,52.8,67.3,32.7,48.7,51.3
2018-2019,Glenn Robinson III,DET,25,47,24,23,13,64.8,35.2,56.6,13.1,27.3,17.7,16.2,23.7,43.4,83.9,16.1,94.4,5.6,86.5,13.5
2018-2019,Goran Dragic,MIA,33,36,16,20,27.5,62.1,37.9,49.4,7.3,34.6,13.4,16,16.8,42.1,29.5,70.5,77.2,22.8,44.7,55.3
2018-2019,Gordon Hayward,BOS,29,72,44,28,25.9,63.6,36.4,53.1,14.5,28,17.1,18.9,17.9,38.5,60.7,39.3,87,13,67.6,32.4
2018-2019,Gorgui Dieng,MIN,29,76,33,43,13.6,85.1,14.9,70.1,30.5,11.8,4.9,18.1,13,39.6,74.1,25.9,94.7,5.3,76.2,23.8
2018-2019,Grayson Allen,UTA,23,38,22,16,11,44.4,55.6,33.2,7.6,45.5,12.8,21.3,16.6,25.6,40,60,93.8,6.3,65.7,34.3
2018-2019,Greg Monroe,PHI,29,43,28,15,11.2,97.4,2.6,79.1,3.5,1.3,6.1,19.6,12.2,75.7,52.7,47.3,100,0,53.3,46.7
2018-2019,Guerschon Yabusele,BOS,23,41,27,14,6.1,63.6,36.4,55.3,4.3,28.7,10.6,16,16,51.1,61.5,38.5,100,0,71.4,28.6
2018-2019,Hamidou Diallo,OKC,20,51,29,22,10.3,85.5,14.5,74.7,3.2,6.3,29.5,18.9,26.3,71.6,59.2,40.8,100,0,61.3,38.7
2018-2019,Harrison Barnes,SAC,27,77,34,43,32.9,57.1,42.9,40.6,7.1,41.3,8.9,18.1,11.6,33.5,50.6,49.4,86.8,13.2,65.2,34.8
2018-2019,Harry Giles III,SAC,21,58,26,32,14.1,98.3,1.7,85.8,9.8,0,8.8,14.2,14,76,65.1,34.9,0,0,65.1,34.9
2018-2019,Hassan Whiteside,MIA,29,72,33,39,23.3,97.6,2.4,87,4.1,0.7,4.4,12.3,13.4,83,61.4,38.6,100,0,61.6,38.4
2018-2019,Haywood Highsmith,PHI,22,5,2,3,8,50,50,66.7,0,33.3,0,0,0,66.7,100,0,100,0,100,0
2018-2019,Henry Ellenson,NYK,22,19,4,15,13.6,60,40,38.6,8.8,44.7,12.3,16.7,9.6,29.8,72.7,27.3,88.2,11.8,79.5,20.5
2018-2019,Ian Clark,NOP,28,60,24,36,16.2,47.3,52.7,42.4,10.5,49.4,16,8.2,8,31.9,57.6,42.4,84.8,15.2,69.5,30.5
2018-2019,Ian Mahinmi,WAS,32,34,12,22,14.6,84.6,15.4,63.3,0,6.5,4.3,30.2,15.1,63.3,61.4,38.6,100,0,63.8,36.2
2018-2019,Ike Anigbogu,IND,20,3,2,1,2.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Iman Shumpert,HOU,28,62,39,23,23.9,38.8,61.2,31,14.6,61.3,20.6,7.7,21.3,16.3,54.2,45.8,89.5,10.5,74.3,25.7
2018-2019,Isaac Bonga,LAL,19,22,7,15,5.5,75.8,24.2,52.6,0,0,0,47.4,5.3,52.6,20,80,0,0,20,80
2018-2019,Isaac Humphries,ATL,21,5,1,4,11.3,47.6,52.4,40,0,60,0,0,0,40,33.3,66.7,100,0,66.7,33.3
2018-2019,Isaiah Briscoe,ORL,23,39,17,22,14.3,75.4,24.6,64.7,14.7,24.3,12.5,11,9.6,50,20.5,79.5,90.9,9.1,34.5,65.5
2018-2019,Isaiah Canaan,MIL,28,30,10,20,20.9,41.5,58.5,33.1,8.8,56.4,11.6,10.5,15.5,24.3,30,70,73.5,26.5,53.1,46.9
2018-2019,Isaiah Hartenstein,HOU,21,28,15,13,7.9,85.4,14.6,67.9,0,11.3,11.3,20.8,15.1,67.9,83.3,16.7,100,0,85,15
2018-2019,Isaiah Hicks,NYK,24,3,1,2,10.8,100,0,66.7,33.3,0,0,33.3,16.7,33.3,50,50,0,0,50,50
2018-2019,Isaiah Thomas,DEN,30,12,6,6,15.1,56.6,43.4,45.4,12.4,37.1,27.8,17.5,30.9,33,54.5,45.5,66.7,33.3,58.8,41.2
2018-2019,Ish Smith,DET,30,56,33,23,22.3,72.4,27.6,64.3,18.8,26.3,9.8,9.4,13.2,45.5,10.6,89.4,70.5,29.5,23.4,76.6
2018-2019,Ivan Rabb,MEM,22,49,20,29,14.7,92.9,7.1,79.6,9.2,3.2,7.7,17.3,13.4,70.4,66.4,33.6,100,0,67.2,32.8
2018-2019,Ivica Zubac,LAC,22,59,32,27,17.6,100,0,80.8,1.9,0,10.1,19.2,13.5,78.9,80.2,19.8,0,0,80.2,19.8
2018-2019,J.J. Barea,DAL,34,38,20,18,19.8,66.8,33.2,59.3,18.3,27.5,9.4,13.3,12.3,41,16.3,83.7,44.7,55.3,23,77
2018-2019,J.P. Macura,CHA,24,2,1,1,8.4,55.6,44.4,100,0,0,33.3,0,0,100,100,0,0,0,100,0
2018-2019,JJ Redick,PHI,34,76,49,27,31.3,41.1,58.9,30.9,19.5,52.5,11.1,16.6,11.6,11.4,83,17,95,5,89.4,10.6
2018-2019,JR Smith,CLE,33,11,1,10,20.2,50.6,49.4,40.5,21.6,48.6,8.1,10.8,14.9,18.9,46.7,53.3,91.7,8.3,66.7,33.3
2018-2019,JaKarr Sampson,CHI,26,4,1,3,31.8,74.1,25.9,60,10,18.8,12.5,21.3,15,50,41.7,58.3,100,0,51.7,48.3
2018-2019,JaMychal Green,LAC,28,65,31,34,21.1,63,37,52,8.2,34.9,9.8,13.1,16.2,43.9,62.3,37.7,95.8,4.2,72.6,27.4
2018-2019,JaVale McGee,LAL,31,75,35,40,22.3,98.1,1.9,89,2.5,0.3,10.7,10.7,10,86.5,77.9,22.1,100,0,78,22
2018-2019,Jabari Parker,WAS,24,64,18,46,26.9,74,26,66.2,12.3,19.7,13.7,14.1,11.5,54,48.4,51.6,86.9,13.1,54.7,45.3
2018-2019,Jacob Evans,GSW,21,30,21,9,6.8,71.7,28.3,70,35,30,15,0,22.5,35,50,50,100,0,61.1,38.9
2018-2019,Jae Crowder,UTA,28,80,48,32,27.1,34.5,65.5,30.5,5.7,54.6,14.5,14.9,14.7,24.8,86.9,13.1,94.2,5.8,90.9,9.1
2018-2019,Jahlil Okafor,NOP,23,59,23,36,15.8,98.6,1.4,87.2,2.9,0.6,5.8,12.2,11,84.3,49.3,50.7,100,0,49.5,50.5
2018-2019,Jake Layman,POR,25,71,46,25,18.7,57.3,42.7,58,5.9,32.7,12,9.2,14.8,52.1,75.2,24.8,91.5,8.5,79.6,20.4
2018-2019,Jakob Poeltl,SAS,23,77,43,34,16.5,100,0,88.4,3.8,0,4,11.6,13,84.6,70.6,29.4,0,0,70.6,29.4
2018-2019,Jalen Brunson,DAL,22,73,27,46,21.8,68,32,59.3,10.6,27.9,13.9,12.8,10.9,48.7,33.8,66.2,76.2,23.8,43.9,56.1
2018-2019,Jalen Jones,CLE,26,16,3,13,13.4,54.8,45.2,39.5,2.5,37,13.6,23.5,24.7,37,25,75,100,0,53.8,46.2
2018-2019,Jamal Crawford,PHX,39,64,13,51,18.9,53.9,46.1,42.1,24.4,39.6,10.8,18.3,13,17.7,11.2,88.8,50.7,49.3,26.4,73.6
2018-2019,Jamal Murray,DEN,22,75,49,26,32.6,64.7,35.3,52.8,16.7,33.4,11.4,13.8,11.9,36.1,52.6,47.4,68.4,31.6,57.3,42.7
2018-2019,James Ennis III,PHI,28,58,35,23,21.2,46.9,53.1,42.7,1.5,42.4,21.3,14.9,24.7,41.1,72.3,27.7,98.2,1.8,82.6,17.4
2018-2019,James Harden,HOU,29,78,51,27,36.8,46.1,53.9,33,2.4,40.2,8.5,26.8,14.9,30.6,10.5,89.5,16.1,83.9,13,87
2018-2019,James Johnson,MIA,32,55,27,28,21.2,60.7,39.3,53.3,3.3,35,5.1,11.7,13.3,50,51.8,48.2,86,14,62.2,37.8
2018-2019,James Nunnally,HOU,28,15,8,7,6.8,26.5,73.5,22.2,0,66.7,5.6,11.1,13.9,22.2,75,25,100,0,91.7,8.3
2018-2019,Jared Dudley,BKN,33,59,28,31,20.7,36.8,63.2,33.4,7,55.4,9.8,11.1,15,26.5,87.5,12.5,100,0,94.1,5.9
2018-2019,Jared Terrell,MIN,24,14,4,10,7.9,56.4,43.6,51.6,32.3,38.7,3.2,9.7,9.7,19.4,25,75,50,50,33.3,66.7
2018-2019,Jarell Martin,ORL,25,42,20,22,7.8,45.2,54.8,40,12.2,52.2,13.9,7.8,10.4,27.8,69.6,30.4,100,0,83.7,16.3
2018-2019,Jaren Jackson Jr.,MEM,19,58,23,35,26.1,75.9,24.1,61.9,2,19.2,9.8,18.9,14.5,59.9,63.6,36.4,94.1,5.9,68.8,31.2
2018-2019,Jaron Blossomgame,CLE,25,27,4,23,16.3,63.2,36.8,64.9,7,26.3,9.6,8.8,19.3,57.9,59.5,40.5,100,0,68.1,31.9
2018-2019,Jarred Vanderbilt,DEN,20,17,10,7,4.1,94.7,5.3,75,0,0,0,25,16.7,75,77.8,22.2,0,0,77.8,22.2
2018-2019,Jarrett Allen,BKN,21,80,42,38,26.2,92.1,7.9,75.4,0.5,2.1,6.4,22.6,10.3,74.9,83,17,100,0,83.3,16.7
2018-2019,Jason Smith,NOP,33,20,10,10,9.5,55.9,44.1,36.9,9.2,41.5,0,21.5,3.1,27.7,91.7,8.3,100,0,95.2,4.8
2018-2019,Jawun Evans,OKC,22,8,4,4,8,78.6,21.4,100,33.3,0,33.3,0,0,66.7,66.7,33.3,0,0,66.7,33.3
2018-2019,Jaylen Adams,ATL,23,34,13,21,12.6,32.7,67.3,24.1,7.4,69.4,8.3,6.5,19.4,16.7,23.1,76.9,84,16,63.2,36.8
2018-2019,Jaylen Brown,BOS,22,74,41,33,25.9,65.2,34.8,56.6,8.1,29.6,22.9,13.8,20,48.5,57.1,42.9,96.8,3.2,67.4,32.6
2018-2019,Jaylen Morris,MIL,23,4,4,0,7.1,70,30,60,0,30,30,10,50,60,66.7,33.3,100,0,75,25
2018-2019,Jayson Tatum,BOS,21,79,48,31,31.1,70,30,56.3,16.3,28,16.5,15.7,19.1,40.1,49.7,50.3,85.3,14.7,58.6,41.4
2018-2019,Jeff Green,WAS,32,77,29,48,27.2,53.4,46.6,45.5,9.5,35.2,10.6,19.3,14.4,35.9,61.4,38.6,97.3,2.7,73.6,26.4
2018-2019,Jeff Teague,MIN,30,42,23,19,30.1,74.8,25.2,55.3,8.6,20.6,15.7,24.1,16.1,46.7,10.6,89.4,62.9,37.1,21,79
2018-2019,Jemerrio Jones,LAL,24,6,3,3,23.9,69.7,30.3,74.1,0,22.2,40.7,3.7,29.6,74.1,60,40,100,0,66.7,33.3
2018-2019,Jerami Grant,OKC,25,80,48,32,32.7,64.4,35.6,53.9,3.3,31.7,12.5,14.4,17.5,50.6,78.6,21.4,99.1,0.9,84.4,15.6
2018-2019,Jeremy Lamb,CHA,27,79,38,41,28.5,66.3,33.7,52.3,11.8,28.6,12.3,19.1,18.3,40.6,44,56,83.5,16.5,54.5,45.5
2018-2019,Jeremy Lin,TOR,30,74,31,43,19.4,65.4,34.6,51.8,9.6,23.3,17.3,24.9,17.4,42.1,29,71,74.5,25.5,39.5,60.5
2018-2019,Jerian Grant,ORL,26,60,28,32,15.6,50,50,41.6,21.6,48,14,10.4,19.6,20,28.8,71.2,77.5,22.5,50,50
2018-2019,Jerome Robinson,LAC,22,33,18,15,9.7,48.2,51.8,46.4,14.3,48.2,12.5,5.4,12.5,32.1,57.7,42.3,88.9,11.1,70.5,29.5
2018-2019,Jerryd Bayless,MIN,30,34,15,19,19.3,57.4,42.6,50.7,23.9,41.6,9.1,7.7,14.4,26.8,32.1,67.9,72.4,27.6,46.3,53.7
2018-2019,Jevon Carter,MEM,23,39,9,30,14.8,44.9,55.1,25.6,10.5,59.3,23.3,15.1,18,15.1,22.7,77.3,67.6,32.4,50,50
2018-2019,Jimmer Fredette,PHX,30,6,1,5,10.8,55.2,44.8,72.7,18.2,0,9.1,27.3,18.2,54.5,37.5,62.5,0,0,37.5,62.5
2018-2019,Jimmy Butler,PHI,29,65,38,27,33.6,78.7,21.3,57.8,13.8,16.5,13.9,25.7,13.8,44,48.1,51.9,67.2,32.8,51.2,48.8
2018-2019,Joakim Noah,MEM,34,42,14,28,16.5,99.5,0.5,73.8,2.7,0,7.7,26.2,19.5,71.1,73.6,26.4,0,0,73.6,26.4
2018-2019,Jodie Meeks,TOR,31,8,7,1,13,53.8,46.2,51,7.8,47.1,15.7,2,17.6,43.1,92.3,7.7,100,0,95.2,4.8
2018-2019,Joe Chealey,CHA,23,1,0,1,7.8,100,0,100,0,0,0,0,100,100,100,0,0,0,100,0
2018-2019,Joe Harris,BKN,27,76,41,35,30.2,48.4,51.6,36.7,2.7,52.7,9.5,10.6,14.7,34,80.1,19.9,98.9,1.1,89.3,10.7
2018-2019,Joe Ingles,UTA,31,82,50,32,31.3,39.8,60.2,34.2,2.8,57,8.7,8.8,15,31.4,38.8,61.2,82.5,17.5,61.8,38.2
2018-2019,Joel Embiid,PHI,25,64,43,21,33.7,78.1,21.9,56.9,9.4,13.5,5.6,29.6,12,47.5,48.7,51.3,92.4,7.6,54.7,45.3
2018-2019,John Collins,ATL,21,61,24,37,30,81,19,69,2.5,13.9,9.9,17.1,14.1,66.5,72.7,27.3,100,0,75.9,24.1
2018-2019,John Henson,CLE,28,14,10,4,13.5,53.7,46.3,50.6,0,41.8,2.5,7.6,10.1,50.6,70,30,90.9,9.1,77.4,22.6
2018-2019,John Holland,CLE,30,1,0,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,John Jenkins,NYK,28,26,8,18,12.8,44.8,55.2,33.1,21.5,54.5,7.4,12.4,9.1,11.6,85,15,90.9,9.1,88.1,11.9
2018-2019,John Wall,WAS,28,32,11,21,34.5,69.4,30.6,58.5,13.3,23.1,14.9,18.4,17.3,45.2,11.3,88.7,78.4,21.6,25.3,74.7
2018-2019,Johnathan Motley,LAC,24,22,12,10,7.1,95.9,4.1,76.5,0,0,9.8,23.5,17.6,76.5,61.5,38.5,0,0,61.5,38.5
2018-2019,Johnathan Williams,LAL,24,24,10,14,15.5,98.2,1.8,82.8,2.5,0,15.9,17.2,11.5,80.3,70.8,29.2,0,0,70.8,29.2
2018-2019,Jon Leuer,DET,30,41,16,25,9.8,90.3,9.7,83.3,14.1,1.9,6.4,14.7,16.7,69.2,75.4,24.6,100,0,75.8,24.2
2018-2019,Jonah Bolden,PHI,23,44,24,20,14.5,40.7,59.3,44.4,1,49.3,15,6.3,7.7,43.5,73.9,26.1,100,0,85,15
2018-2019,Jonas Jerebko,GSW,32,73,52,21,16.7,47,53,41,8.7,45.1,17.2,13.9,17.6,32.2,76.6,23.4,100,0,86.5,13.5
2018-2019,Jonas Valanciunas,MEM,27,49,31,18,22.3,91.1,8.9,75.2,6,5.5,2.8,19.3,11.8,69.2,57.8,42.2,100,0,59.8,40.2
2018-2019,Jonathan Isaac,ORL,21,75,37,38,26.6,56.5,43.5,48.9,10,35.8,12.6,15.3,17.2,38.9,65.3,34.7,98.8,1.2,76.3,23.7
2018-2019,Jonathon Simmons,PHI,29,56,25,31,19,70.3,29.7,57.4,11.5,23,12.8,19.7,18.6,45.9,40,60,71.4,28.6,46.6,53.4
2018-2019,Jordan Bell,GSW,24,68,46,22,11.6,99,1,88.8,19.7,0,15.7,11.2,10.3,69.1,73.7,26.3,0,0,73.7,26.3
2018-2019,Jordan Clarkson,CLE,27,81,18,63,27.3,62.3,37.7,56.5,16.6,31.7,9.8,11.9,15.7,39.9,26.5,73.5,78.5,21.5,40.6,59.4
2018-2019,Jordan Loyd,TOR,25,12,11,1,4.6,55.6,44.4,27.6,6.9,41.4,6.9,31,6.9,20.7,50,50,25,75,37.5,62.5
2018-2019,Jordan McRae,WAS,28,27,9,18,12.3,73.1,26.9,63.8,27.5,18.8,15.6,17.5,16.3,36.3,37.3,62.7,70,30,42.6,57.4
2018-2019,Jordan Sibert,ATL,26,1,1,0,4.2,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
2018-2019,Jose Calderon,DET,37,49,22,27,12.9,52.5,47.5,54.9,38.9,37.2,1.8,8,7.1,15.9,25.8,74.2,100,0,48.9,51.1
2018-2019,Josh Hart,LAL,24,67,31,36,25.6,40.9,59.1,37,2.3,52.6,29.5,10.5,22.5,34.7,72.2,27.8,92.4,7.6,82,18
2018-2019,Josh Jackson,PHX,22,79,19,60,25.2,73.2,26.8,60.2,11,24.1,15.7,15.7,15.6,49.2,47.8,52.2,89,11,56.5,43.5
2018-2019,Josh Okogie,MIN,20,74,32,42,23.7,57.7,42.3,47.7,8.4,31.6,20.9,20.7,21.1,39.3,65.4,34.6,95,5,74.5,25.5
2018-2019,Josh Richardson,MIA,25,73,35,38,34.8,55.2,44.8,42.8,13.1,40.7,9.9,16.5,15.4,29.8,43.6,56.4,87.8,12.2,60.8,39.2
2018-2019,Jrue Holiday,NOP,28,67,30,37,35.8,68.7,31.3,60.4,7.7,24.9,12.3,14.6,13.7,52.7,30.5,69.5,59.3,40.7,36.7,63.3
2018-2019,Juancho Hernangomez,DEN,23,70,44,26,19.4,42.4,57.6,35.3,2.5,48.5,11.3,16.2,12.7,32.8,72.2,27.8,98.5,1.5,84.8,15.2
2018-2019,Julian Washburn,MEM,27,18,7,11,14.1,50,50,55,20,37.5,25,7.5,17.5,35,54.5,45.5,100,0,68.8,31.3
2018-2019,Julius Randle,NOP,24,73,31,42,30.6,82.1,17.9,64.4,2.9,12.8,10.7,22.7,14.4,61.5,49,51,91,9,53.9,46.1
2018-2019,Justin Anderson,ATL,25,48,17,31,9.7,51,49,44.9,1.1,40.4,20.2,14.6,19.7,43.8,52.5,47.5,91.7,8.3,67.2,32.8
2018-2019,Justin Holiday,MEM,30,82,25,57,31.8,40.2,59.8,32.2,10.5,56.7,16.9,11.1,18.3,21.7,76.1,23.9,93.2,6.8,85.3,14.7
2018-2019,Justin Jackson,DAL,24,81,36,45,19.9,49.5,50.5,44.6,7.9,44.8,19.2,10.6,14.9,36.7,77.7,22.3,96.6,3.4,85.3,14.7
2018-2019,Justin Patton,PHI,21,3,2,1,6.9,71.4,28.6,80,0,0,0,20,0,80,100,0,0,0,100,0
2018-2019,Justise Winslow,MIA,23,66,30,36,29.7,65.8,34.2,54.9,9.4,34.7,11.9,10.4,11.8,45.5,36,64,97.9,2.1,54.3,45.7
2018-2019,Jusuf Nurkic,POR,24,72,45,27,27.4,96.5,3.5,74.1,8,0.8,3.9,25.1,12.1,66.1,65.7,34.3,100,0,66,34
2018-2019,Kadeem Allen,NYK,26,19,3,16,21.9,74.5,25.5,50.8,9.5,27,4.2,22.2,14.3,41.3,20.8,79.2,88.2,11.8,38.5,61.5
2018-2019,Kalin Lucas,DET,30,1,0,1,5.6,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
2018-2019,Karl-Anthony Towns,MIN,23,77,34,43,33,73,27,57.3,7.9,22.7,2.9,20,15,49.5,58.4,41.6,93,7,65.6,34.4
2018-2019,Kawhi Leonard,TOR,27,60,41,19,34,73.3,26.7,56.1,19,21.1,14.7,22.8,15.9,37.1,28.3,71.7,67,33,36.1,63.9
2018-2019,Keita Bates-Diop,MIN,23,30,10,20,16.8,63.4,36.6,62.3,5.3,25.8,20.5,11.9,24.5,57,74.5,25.5,100,0,80,20
2018-2019,Kelly Olynyk,MIA,28,79,39,40,22.9,43.4,56.6,37.6,3.8,43.1,6.7,19.3,14.5,33.8,69.6,30.4,98.2,1.8,82,18
2018-2019,Kelly Oubre Jr.,PHX,23,69,21,48,28,59.9,40.1,51,5,30.9,18.6,18.1,19.1,46,55.8,44.2,87,13,64.8,35.2
2018-2019,Kemba Walker,CHA,29,82,39,43,34.9,56.6,43.4,44.8,12.1,37.1,11.2,18.1,12.8,32.7,20,80,43.8,56.2,28.5,71.5
2018-2019,Kenneth Faried,HOU,29,37,21,16,19.7,90.6,9.4,77.1,3.1,6.3,7,16.7,19,74,71.6,28.4,100,0,73.1,26.9
2018-2019,Kenrich Williams,NOP,24,46,17,29,23.5,44.1,55.9,39.4,2.2,55.9,23.3,4.7,14.3,37.3,70.9,29.1,92.3,7.7,81.3,18.7
2018-2019,Kent Bazemore,ATL,29,67,24,43,24.5,56.6,43.4,46.7,10.5,37,19.6,16.3,22.1,36.2,47.8,52.2,84.4,15.6,60.4,39.6
2018-2019,Kentavious Caldwell-Pope,LAL,26,82,37,45,24.8,42.5,57.5,37.1,12.6,48.3,23.7,14.6,18.4,24.5,70.7,29.3,94,6,81.5,18.5
2018-2019,Kevin Durant,GSW,30,78,54,24,34.6,71.9,28.1,57.6,25.1,20.3,17.6,22.1,13.9,32.6,47.1,52.9,56.9,43.1,49,51
2018-2019,Kevin Huerter,ATL,20,75,27,48,27.3,46.3,53.7,38.2,3.3,56.1,15.7,5.6,18.4,34.9,50.4,49.6,77.2,22.8,63.6,36.4
2018-2019,Kevin Knox,NYK,19,75,15,60,28.8,60.2,39.8,44.2,8.5,38.9,14.6,16.8,14.5,35.7,47.9,52.1,89.6,10.4,63.3,36.7
2018-2019,Kevin Love,CLE,30,22,7,15,27.2,48.1,51.9,29.9,5.9,42.5,5.1,27.5,12.8,24.1,51.8,48.2,90.6,9.4,70.6,29.4
2018-2019,Kevon Looney,GSW,23,80,56,24,18.5,97.1,2.9,86.4,9.2,0.6,6.6,13,10.4,77.2,70.4,29.6,100,0,70.5,29.5
2018-2019,Khem Birch,ORL,26,50,26,24,12.9,99.3,0.7,75.8,1.7,0,9.6,24.2,14.2,74.2,72.5,27.5,0,0,72.5,27.5
2018-2019,Khris Middleton,MIL,27,77,56,21,31.1,58.7,41.3,46.5,15.4,38.2,12.1,15.4,11.9,31.1,32.7,67.3,60.3,39.7,42.5,57.5
2018-2019,Khyri Thomas,DET,23,26,13,13,7.5,49.3,50.7,39.3,9.8,49.2,9.8,11.5,4.9,29.5,66.7,33.3,100,0,81.8,18.2
2018-2019,Klay Thompson,GSW,29,78,55,23,34,57.3,42.7,49.3,24.2,43,16.4,7.7,13.2,25.1,74.6,25.4,91.7,8.3,80.9,19.1
2018-2019,Kobi Simmons,CLE,21,1,0,1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,Kosta Koufos,SAC,30,42,21,21,11.9,100,0,93.6,6.4,0,7.7,6.4,11.5,87.2,74,26,0,0,74,26
2018-2019,Kostas Antetokounmpo,DAL,21,2,1,1,5.3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2018-2019,Kris Dunn,CHI,25,46,14,32,30.2,81,19,69.7,17.3,19.7,13.1,10.6,13.7,52.4,17.7,82.3,64.7,35.3,25.1,74.9
2018-2019,Kyle Anderson,MEM,25,43,19,24,29.8,87.7,12.3,81.5,9.8,7.8,19.7,10.7,19.4,71.7,53.9,46.1,100,0,56.7,43.3
